Trading Date,Interval Number,Trading Interval,Load Forecast (MW),Forecast As At,Scheduled Generation (MW),Non-Scheduled Generation (MW),Total Generation (MW),Final Price ($/MWh),Extracted At
"2019-01-02",5,2019-01-02 10:00:00,2013.546,2019-01-02 09:12:12,1811.093,158.772,1969.865,46.61,
"2019-01-02",6,2019-01-02 10:30:00,2013.439,2019-01-02 09:42:12,1750.899,166.964,1917.863,46.42,
"2019-01-02",7,2019-01-02 11:00:00,1995.259,2019-01-02 10:12:12,1711.402,164.866,1876.268,44.33,
"2019-01-02",8,2019-01-02 11:30:00,1939.078,2019-01-02 10:42:12,1710.139,161.176,1871.315,42.75,
"2019-01-02",9,2019-01-02 12:00:00,1888.581,2019-01-02 11:12:13,1680.758,159.58,1840.338,42.42,
"2019-01-02",10,2019-01-02 12:30:00,1883.46,2019-01-02 11:42:10,1676.756,192.994,1869.75,42.56,
"2019-01-02",11,2019-01-02 13:00:00,1928.108,2019-01-02 12:12:23,1675.934,211.846,1887.78,42.69,
"2019-01-02",12,2019-01-02 13:30:00,1935.779,2019-01-02 12:42:17,1685.747,229.082,1914.829,42.72,
"2019-01-02",13,2019-01-02 14:00:00,1971.98,2019-01-02 13:12:13,1718.465,216.939,1935.404,45.54,
"2019-01-02",14,2019-01-02 14:30:00,2015.266,2019-01-02 13:42:17,1757.742,228.187,1985.929,47.09,
"2019-01-02",15,2019-01-02 15:00:00,2044.004,2019-01-02 14:12:14,1719.627,258.311,1977.938,43.14,
"2019-01-02",16,2019-01-02 15:30:00,2075.478,2019-01-02 14:42:14,1783.796,261.234,2045.03,45.54,
"2019-01-02",17,2019-01-02 16:00:00,2101.062,2019-01-02 15:12:13,1819.078,274.191,2093.269,49.21,
"2019-01-02",18,2019-01-02 16:30:00,2117.629,2019-01-02 15:42:42,1895.455,265.349,2160.804,49.85,
"2019-01-02",19,2019-01-02 17:00:00,2196,2019-01-02 16:12:32,1974.251,248.566,2222.817,50.04,
"2019-01-02",20,2019-01-02 17:30:00,2242.105,2019-01-02 16:42:11,1961.621,246.409,2208.03,50.12,
"2019-01-02",21,2019-01-02 18:00:00,2271.647,2019-01-02 17:12:11,1946.246,244.812,2191.058,50.43,
"2019-01-02",22,2019-01-02 18:30:00,2247.104,2019-01-02 17:42:12,1968.002,230.045,2198.047,50.35,
"2019-01-02",23,2019-01-02 19:00:00,2190.044,2019-01-02 18:13:26,1969.909,223.711,2193.62,50.27,
"2019-01-02",24,2019-01-02 19:30:00,2195.123,2019-01-02 18:42:13,2005.362,214.193,2219.555,52.04,
"2019-01-02",25,2019-01-02 20:00:00,2168.663,2019-01-02 19:12:13,1952.182,228.806,2180.988,50.48,
"2019-01-02",26,2019-01-02 20:30:00,2077.598,2019-01-02 19:42:15,1918.336,205.213,2123.549,49.84,
"2019-01-02",27,2019-01-02 21:00:00,2040.272,2019-01-02 20:12:13,1892.514,201.004,2093.518,49.33,
"2019-01-02",28,2019-01-02 21:30:00,1979.838,2019-01-02 20:42:13,1833.466,188.265,2021.731,48.81,
"2019-01-02",29,2019-01-02 22:00:00,1928.681,2019-01-02 21:12:16,1775.904,177.797,1953.701,43.7,
"2019-01-02",30,2019-01-02 22:30:00,1857.418,2019-01-02 21:42:17,1746.374,163.426,1909.8,42.66,
"2019-01-02",31,2019-01-02 23:00:00,1802.067,2019-01-02 22:08:31,1684.072,153.27,1837.342,42.32,
"2019-01-02",32,2019-01-02 23:30:00,1776.256,2019-01-02 22:42:52,1610.821,180.706,1791.527,41.19,
"2019-01-02",33,2019-01-03 00:00:00,1755.538,2019-01-02 23:12:14,1566.387,192.432,1758.819,40.7,
"2019-01-02",34,2019-01-03 00:30:00,1731.328,2019-01-02 23:42:17,1531.632,202.014,1733.646,35.18,
"2019-01-02",35,2019-01-03 01:00:00,1713.513,2019-01-03 00:12:40,1551.881,163.36,1715.241,40.64,
"2019-01-02",36,2019-01-03 01:30:00,1696.835,2019-01-03 00:42:12,1543.52,154.192,1697.712,40.84,
"2019-01-02",37,2019-01-03 02:00:00,1693.577,2019-01-03 01:12:14,1535.825,155.57,1691.395,40.68,
"2019-01-02",38,2019-01-03 02:30:00,1684.76,2019-01-03 01:42:16,1535.021,146.277,1681.298,40.7,
"2019-01-02",39,2019-01-03 03:00:00,1680.313,2019-01-03 02:12:12,1533.763,124.301,1658.064,40.62,
"2019-01-02",40,2019-01-03 03:30:00,1689.131,2019-01-03 02:42:17,1567.585,100.566,1668.151,40.73,
"2019-01-02",41,2019-01-03 04:00:00,1695.551,2019-01-03 03:12:13,1557.744,115.012,1672.756,40.82,
"2019-01-02",42,2019-01-03 04:30:00,1718.427,2019-01-03 03:42:14,1614.594,90.163,1704.757,40.96,
"2019-01-02",43,2019-01-03 05:00:00,1727.736,2019-01-03 04:12:15,1582.199,110.904,1693.103,40.93,
"2019-01-02",44,2019-01-03 05:30:00,1779.599,2019-01-03 04:42:13,1579.865,140.247,1720.112,41.13,
"2019-01-02",45,2019-01-03 06:00:00,1861.063,2019-01-03 05:12:13,1633.619,144.995,1778.614,41.23,
"2019-01-02",46,2019-01-03 06:30:00,1890.495,2019-01-03 05:42:14,1708.77,112.169,1820.939,43.25,
"2019-01-02",47,2019-01-03 07:00:00,1874.965,2019-01-03 06:12:12,1731.047,107.749,1838.796,43.29,
"2019-01-02",48,2019-01-03 07:30:00,1869.044,2019-01-03 06:42:13,1676.095,127.987,1804.082,43.25,
"2019-01-03",1,2019-01-03 08:00:00,1850.401,2019-01-03 07:12:11,1610.95,162.85,1773.8,41.12,
"2019-01-03",2,2019-01-03 08:30:00,1771.794,2019-01-03 07:42:16,1562.644,158.321,1720.965,33.74,
"2019-01-03",3,2019-01-03 09:00:00,1701.911,2019-01-03 08:12:13,1530.457,181.686,1712.143,33.6,
"2019-01-03",4,2019-01-03 09:30:00,1653.037,2019-01-03 08:42:12,1397.732,253.773,1651.505,22.25,
"2019-01-03",5,2019-01-03 10:00:00,1629.388,2019-01-03 09:12:12,1346.237,240.731,1586.968,-29.87,
"2019-01-03",6,2019-01-03 10:30:00,1629.977,2019-01-03 09:42:15,1349.347,200.607,1549.954,-29.87,
"2019-01-03",7,2019-01-03 11:00:00,1634.613,2019-01-03 10:12:13,1331.222,219.494,1550.716,-29.9,
"2019-01-03",8,2019-01-03 11:30:00,1556.453,2019-01-03 10:42:18,1290.134,236.375,1526.509,-29.91,
"2019-01-03",9,2019-01-03 12:00:00,1570.895,2019-01-03 11:12:15,1263.422,234.512,1497.934,-29.94,
"2019-01-03",10,2019-01-03 12:30:00,1585.578,2019-01-03 11:42:18,1242.341,240.125,1482.466,-29.95,
"2019-01-03",11,2019-01-03 13:00:00,1565.849,2019-01-03 12:12:15,1229.875,241.037,1470.912,-29.95,
"2019-01-03",12,2019-01-03 13:30:00,1580.273,2019-01-03 12:42:15,1262.394,261.137,1523.531,-29.94,
"2019-01-03",13,2019-01-03 14:00:00,1609.996,2019-01-03 13:12:19,1323.979,260.656,1584.635,-29.9,
"2019-01-03",14,2019-01-03 14:30:00,1649.278,2019-01-03 13:42:15,1381.565,285.105,1666.67,22.32,
"2019-01-03",15,2019-01-03 15:00:00,1703.872,2019-01-03 14:12:16,1426.255,278.826,1705.081,22.4,
"2019-01-03",16,2019-01-03 15:30:00,1753.061,2019-01-03 14:42:16,1509.738,275.536,1785.274,24.65,
"2019-01-03",17,2019-01-03 16:00:00,1849.136,2019-01-03 15:12:16,1566.664,297.588,1864.252,32.22,
"2019-01-03",18,2019-01-03 16:30:00,1921.648,2019-01-03 15:42:15,1643.765,302.081,1945.846,40.83,
"2019-01-03",19,2019-01-03 17:00:00,1996.219,2019-01-03 16:12:43,1718.399,291.145,2009.544,42.88,
"2019-01-03",20,2019-01-03 17:30:00,2097.232,2019-01-03 16:35:55,1808.054,280.938,2088.992,46.2,
"2019-01-03",21,2019-01-03 18:00:00,2102.62,2019-01-03 17:10:24,1844.431,281.255,2125.686,47.66,
"2019-01-03",22,2019-01-03 18:30:00,2116.752,2019-01-03 17:42:36,1875.734,279.846,2155.58,48.72,
"2019-01-03",23,2019-01-03 19:00:00,2121.911,2019-01-03 18:12:40,1880.512,280.309,2160.821,48.99,
"2019-01-03",24,2019-01-03 19:30:00,2141.76,2019-01-03 18:42:15,1908.766,290.013,2198.779,40.19,
"2019-01-03",25,2019-01-03 20:00:00,2147.343,2019-01-03 19:12:17,1833.485,295.95,2129.435,40.8,
"2019-01-03",26,2019-01-03 20:30:00,2074.027,2019-01-03 19:42:12,1762.498,308.035,2070.533,39.12,
"2019-01-03",27,2019-01-03 21:00:00,2016.169,2019-01-03 20:12:14,1689.442,325.084,2014.526,37.19,
"2019-01-03",28,2019-01-03 21:30:00,1929.801,2019-01-03 20:42:14,1609.122,320.018,1929.14,33.96,
"2019-01-03",29,2019-01-03 22:00:00,1859.167,2019-01-03 21:12:17,1566.348,302.289,1868.637,35.14,
"2019-01-03",30,2019-01-03 22:30:00,1797.83,2019-01-03 21:42:16,1492.912,316.183,1809.095,35.14,
"2019-01-03",31,2019-01-03 23:00:00,1750.933,2019-01-03 22:13:29,1418.804,337.742,1756.546,24.58,
"2019-01-03",32,2019-01-03 23:30:00,1716.229,2019-01-03 22:42:57,1363.419,341.069,1704.488,22.51,
"2019-01-03",33,2019-01-04 00:00:00,1695.509,2019-01-03 23:12:55,1332.304,352.968,1685.272,22.33,
"2019-01-03",34,2019-01-04 00:30:00,1670.779,2019-01-03 23:42:21,1327.967,319.96,1647.927,22.32,
"2019-01-03",35,2019-01-04 01:00:00,1642.586,2019-01-04 00:12:18,1299.924,330.574,1630.498,22.32,
"2019-01-03",36,2019-01-04 01:30:00,1628.273,2019-01-04 00:42:14,1323.725,310.592,1634.317,22.32,
"2019-01-03",37,2019-01-04 02:00:00,1615.874,2019-01-04 01:12:14,1340.732,295.805,1636.537,22.33,
"2019-01-03",38,2019-01-04 02:30:00,1613.454,2019-01-04 01:42:14,1327.019,297.212,1624.231,22.51,
"2019-01-03",39,2019-01-04 03:00:00,1625.568,2019-01-04 02:12:15,1341.845,274.63,1616.475,22.58,
"2019-01-03",40,2019-01-04 03:30:00,1635.985,2019-01-04 02:42:10,1373.109,254.422,1627.531,24.15,
"2019-01-03",41,2019-01-04 04:00:00,1647.392,2019-01-04 03:12:14,1334.059,291.96,1626.019,22.58,
"2019-01-03",42,2019-01-04 04:30:00,1664.774,2019-01-04 03:42:13,1394.103,250.934,1645.037,24.58,
"2019-01-03",43,2019-01-04 05:00:00,1667.954,2019-01-04 04:12:12,1421.074,256.583,1677.657,24.58,
"2019-01-03",44,2019-01-04 05:30:00,1713.353,2019-01-04 04:42:14,1459.61,239.309,1698.919,32.53,
"2019-01-03",45,2019-01-04 06:00:00,1766.526,2019-01-04 05:12:12,1499.666,234.839,1734.505,39.98,
"2019-01-03",46,2019-01-04 06:30:00,1811.279,2019-01-04 05:42:16,1502.668,241.093,1743.761,24.58,
"2019-01-03",47,2019-01-04 07:00:00,1825.007,2019-01-04 06:12:15,1478.269,245.594,1723.863,24.15,
"2019-01-03",48,2019-01-04 07:30:00,1750.647,2019-01-04 06:42:14,1474.162,243.444,1717.606,22.96,
"2019-01-04",1,2019-01-04 08:00:00,1737.379,2019-01-04 07:12:12,1453.479,251.677,1705.156,24.15,
"2019-01-04",2,2019-01-04 08:30:00,1694.862,2019-01-04 07:42:16,1402.831,250.358,1653.189,24.15,
"2019-01-04",3,2019-01-04 09:00:00,1597.858,2019-01-04 08:12:17,1346.315,238.679,1584.994,22.4,
"2019-01-04",4,2019-01-04 09:30:00,1559.189,2019-01-04 08:42:13,1346.932,206.501,1553.433,24.15,
"2019-01-04",5,2019-01-04 10:00:00,1522.296,2019-01-04 09:12:10,1304.509,186.257,1490.766,8.72,
"2019-01-04",6,2019-01-04 10:30:00,1534.421,2019-01-04 09:42:13,1326.262,168.119,1494.381,22.17,
"2019-01-04",7,2019-01-04 11:00:00,1521.924,2019-01-04 10:12:12,1274.079,183.528,1457.607,-5.53,
"2019-01-04",8,2019-01-04 11:30:00,1512.618,2019-01-04 10:42:14,1289.848,157.79,1447.638,18.86,
"2019-01-04",9,2019-01-04 12:00:00,1506.271,2019-01-04 11:12:18,1273.51,149.312,1422.822,-5.55,
"2019-01-04",10,2019-01-04 12:30:00,1488.215,2019-01-04 11:42:14,1270.824,174.263,1445.087,-5.35,
"2019-01-04",11,2019-01-04 13:00:00,1517.955,2019-01-04 12:12:14,1259.598,204.977,1464.575,-5.58,
"2019-01-04",12,2019-01-04 13:30:00,1525.494,2019-01-04 12:42:12,1274.815,207.773,1482.588,-5.35,
"2019-01-04",13,2019-01-04 14:00:00,1558.544,2019-01-04 13:12:15,1297.689,210.649,1508.338,22.17,
"2019-01-04",14,2019-01-04 14:30:00,1593.55,2019-01-04 13:42:13,1345.932,225.094,1571.026,22.4,
"2019-01-04",15,2019-01-04 15:00:00,1676.358,2019-01-04 14:12:16,1393.488,217.263,1610.751,24.15,
"2019-01-04",16,2019-01-04 15:30:00,1709.804,2019-01-04 14:42:11,1475.726,224.401,1700.127,32.31,
"2019-01-04",17,2019-01-04 16:00:00,1771.78,2019-01-04 15:12:11,1547.187,213.409,1760.596,33.19,
"2019-01-04",18,2019-01-04 16:30:00,1848.077,2019-01-04 15:42:13,1686.334,207.559,1893.893,45.4,
"2019-01-04",19,2019-01-04 17:00:00,1916.578,2019-01-04 16:12:12,1770.372,210.679,1981.051,45.64,
"2019-01-04",20,2019-01-04 17:30:00,1947.976,2019-01-04 16:42:12,1817.392,210.999,2028.391,45.61,
"2019-01-04",21,2019-01-04 18:00:00,2010.879,2019-01-04 17:12:14,1853.969,206.608,2060.577,45.78,
"2019-01-04",22,2019-01-04 18:30:00,2043.354,2019-01-04 17:42:13,1884.632,208.135,2092.767,68.82,
"2019-01-04",23,2019-01-04 19:00:00,2075.038,2019-01-04 18:12:49,1881.512,190.332,2071.844,56.32,
"2019-01-04",24,2019-01-04 19:30:00,2106.702,2019-01-04 18:42:15,1941.263,181.316,2122.579,73.31,
"2019-01-04",25,2019-01-04 20:00:00,2075.904,2019-01-04 19:12:13,1877.564,200.968,2078.532,48.53,
"2019-01-04",26,2019-01-04 20:30:00,2009.369,2019-01-04 19:42:13,1822.963,207.403,2030.366,39.61,
"2019-01-04",27,2019-01-04 21:00:00,1979.199,2019-01-04 20:12:17,1782.419,213.523,1995.942,47.45,
"2019-01-04",28,2019-01-04 21:30:00,1924.502,2019-01-04 20:42:13,1690.261,239.504,1929.765,57.04,
"2019-01-04",29,2019-01-04 22:00:00,1877.052,2019-01-04 21:12:13,1632.684,250.587,1883.271,45.54,
"2019-01-04",30,2019-01-04 22:30:00,1821.854,2019-01-04 21:42:16,1506.211,325.524,1831.735,33.23,
"2019-01-04",31,2019-01-04 23:00:00,1767.15,2019-01-04 22:13:11,1454.066,303.731,1757.797,24.15,
"2019-01-04",32,2019-01-04 23:30:00,1727.724,2019-01-04 22:42:54,1410.147,299.075,1709.222,23.29,
"2019-01-04",33,2019-01-05 00:00:00,1693.611,2019-01-04 23:12:19,1377.252,299.283,1676.535,22.89,
"2019-01-04",34,2019-01-05 00:30:00,1652.637,2019-01-04 23:42:26,1370.09,279.034,1649.124,24.15,
"2019-01-04",35,2019-01-05 01:00:00,1613.155,2019-01-05 00:12:22,1346.756,266.148,1612.904,22.89,
"2019-01-04",36,2019-01-05 01:30:00,1604.638,2019-01-05 00:42:16,1330.797,264.176,1594.973,27.08,
"2019-01-04",37,2019-01-05 02:00:00,1600.598,2019-01-05 01:12:14,1356.474,261.396,1617.87,23.29,
"2019-01-04",38,2019-01-05 02:30:00,1577.353,2019-01-05 01:42:12,1339.869,261.703,1601.572,24.58,
"2019-01-04",39,2019-01-05 03:00:00,1585.973,2019-01-05 02:12:13,1333.839,264.988,1598.827,27.08,
"2019-01-04",40,2019-01-05 03:30:00,1600.962,2019-01-05 02:42:11,1333.535,267.785,1601.32,27.08,
"2019-01-04",41,2019-01-05 04:00:00,1594.976,2019-01-05 03:12:14,1357.238,254.596,1611.834,35.18,
"2019-01-04",42,2019-01-05 04:30:00,1597.748,2019-01-05 03:42:10,1373.062,244.983,1618.045,32.38,
"2019-01-04",43,2019-01-05 05:00:00,1587.43,2019-01-05 04:12:13,1368.893,228.317,1597.21,35.18,
"2019-01-04",44,2019-01-05 05:30:00,1594.379,2019-01-05 04:42:13,1354.017,238.166,1592.183,32.33,
"2019-01-04",45,2019-01-05 06:00:00,1600.427,2019-01-05 05:12:15,1345.759,249.331,1595.09,24.58,
"2019-01-04",46,2019-01-05 06:30:00,1591.677,2019-01-05 05:42:12,1338.391,252.372,1590.763,24.15,
"2019-01-04",47,2019-01-05 07:00:00,1578.51,2019-01-05 06:12:18,1280.903,264.238,1545.141,22.51,
"2019-01-04",48,2019-01-05 07:30:00,1584.462,2019-01-05 06:42:12,1263.209,270.127,1533.336,22.44,
"2019-01-05",1,2019-01-05 08:00:00,1571.674,2019-01-05 07:12:12,1274.138,254.728,1528.866,27.31,
"2019-01-05",2,2019-01-05 08:30:00,1538.244,2019-01-05 07:42:16,1266.689,238.222,1504.911,24.15,
"2019-01-05",3,2019-01-05 09:00:00,1513.853,2019-01-05 08:12:15,1233.127,237.25,1470.377,22.32,
"2019-01-05",4,2019-01-05 09:30:00,1479.26,2019-01-05 08:42:13,1249.431,211.487,1460.918,-29.9,
"2019-01-05",5,2019-01-05 10:00:00,1456.07,2019-01-05 09:12:25,1279.097,170.171,1449.268,19.55,
"2019-01-05",6,2019-01-05 10:30:00,1458.753,2019-01-05 09:42:16,1313.694,132.839,1446.533,24.15,
"2019-01-05",7,2019-01-05 11:00:00,1461.418,2019-01-05 10:12:25,1341.934,99.203,1441.137,27.19,
"2019-01-05",8,2019-01-05 11:30:00,1488.183,2019-01-05 10:42:16,1408.145,71.345,1479.49,29.14,
"2019-01-05",9,2019-01-05 12:00:00,1498.281,2019-01-05 11:12:12,1428.954,60.486,1489.44,29.22,
"2019-01-05",10,2019-01-05 12:30:00,1547.097,2019-01-05 11:42:10,1431.434,67.516,1498.95,40.21,
"2019-01-05",11,2019-01-05 13:00:00,1566.977,2019-01-05 12:12:12,1467.968,81.296,1549.264,41.07,
"2019-01-05",12,2019-01-05 13:30:00,1605.962,2019-01-05 12:42:16,1488.258,101.328,1589.586,41.66,
"2019-01-05",13,2019-01-05 14:00:00,1649.003,2019-01-05 13:12:15,1538.166,108.417,1646.583,38.29,
"2019-01-05",14,2019-01-05 14:30:00,1708.733,2019-01-05 13:42:13,1623.516,111.27,1734.786,57.46,
"2019-01-05",15,2019-01-05 15:00:00,1783.494,2019-01-05 14:12:21,1693.109,127.758,1820.867,35.07,
"2019-01-05",16,2019-01-05 15:30:00,1861.014,2019-01-05 14:42:20,1760.877,135.712,1896.589,37.02,
"2019-01-05",17,2019-01-05 16:00:00,1952.045,2019-01-05 15:12:18,1838.443,128.235,1966.678,48.19,
"2019-01-05",18,2019-01-05 16:30:00,2022.508,2019-01-05 15:42:23,1946.461,130.667,2077.128,53.35,
"2019-01-05",19,2019-01-05 17:00:00,2079.417,2019-01-05 16:12:19,2026.744,99.753,2126.497,81.35,
"2019-01-05",20,2019-01-05 17:30:00,2154.669,2019-01-05 16:42:16,2081.266,94.876,2176.142,87.67,
"2019-01-05",21,2019-01-05 18:00:00,2196.63,2019-01-05 17:12:15,2122.751,81.103,2203.854,98.04,
"2019-01-05",22,2019-01-05 18:30:00,2200.953,2019-01-05 17:42:14,2138.708,66.607,2205.315,98,
"2019-01-05",23,2019-01-05 19:00:00,2180.21,2019-01-05 18:13:10,2140.091,79.682,2219.773,93.62,
"2019-01-05",24,2019-01-05 19:30:00,2225.421,2019-01-05 18:42:14,2131.836,92.62,2224.456,79.36,
"2019-01-05",25,2019-01-05 20:00:00,2176.798,2019-01-05 19:12:20,2082.273,99.629,2181.902,76.63,
"2019-01-05",26,2019-01-05 20:30:00,2134.645,2019-01-05 19:42:15,1975.677,132.392,2108.069,76.88,
"2019-01-05",27,2019-01-05 21:00:00,2096.328,2019-01-05 20:12:23,1895.151,208.138,2103.289,87.67,
"2019-01-05",28,2019-01-05 21:30:00,2025.365,2019-01-05 20:42:20,1782.87,263.179,2046.049,45.54,
"2019-01-05",29,2019-01-05 22:00:00,1961.213,2019-01-05 21:12:17,1770.531,242.691,2013.222,47.09,
"2019-01-05",30,2019-01-05 22:30:00,1916.107,2019-01-05 21:42:21,1693.265,258.376,1951.641,44.36,
"2019-01-05",31,2019-01-05 23:00:00,1856.288,2019-01-05 22:12:30,1625.983,250.803,1876.786,34.79,
"2019-01-05",32,2019-01-05 23:30:00,1823.682,2019-01-05 22:42:19,1602.345,222.428,1824.773,42.02,
"2019-01-05",33,2019-01-06 00:00:00,1774.278,2019-01-05 23:12:23,1564.14,204.034,1768.174,41.71,
"2019-01-05",34,2019-01-06 00:30:00,1745.541,2019-01-05 23:42:19,1585.083,157.846,1742.929,41.68,
"2019-01-05",35,2019-01-06 01:00:00,1712.553,2019-01-06 00:12:21,1554.773,172.204,1726.977,34,
"2019-01-05",36,2019-01-06 01:30:00,1698.043,2019-01-06 00:42:21,1555.638,144.549,1700.187,41.57,
"2019-01-05",37,2019-01-06 02:00:00,1677.973,2019-01-06 01:12:21,1555.943,131.207,1687.15,41.69,
